EmpID	Name Prefix	First Name	Middle Initial	Last Name	Gender	E Mail	Father's Name	Mother's Name	Mother's Maiden Name	Date of Birth																
814062	Mr.	Leandro	X	Leal	M	leandro.leal@gmail.com	Lyndon Leal	Eileen Leal	Otoole	4/10/1996																
375719	Dr.	Clifford	U	Torrez	M	clifford.torrez@bp.com	Tom Torrez	Madlyn Torrez	Santos	12/17/1974																
812440	Mr.	Brendan	C	Bock	M	brendan.bock@gmail.com	Harrison Bock	Alyse Bock	Galvin	9/26/1964																
526095	Mrs.	Shemeka	Q	Chalmers	F	shemeka.chalmers@gmail.com	Dorsey Chalmers	Oscar Chalmers	Chesser	8/15/1967																
480343	Hon.	Marta	E	Dumont	F	marta.dumont@aol.com	Brock Dumont	Carin Dumont	Armstead	9/17/1970																
387512	Drs.	Muoi	S	Mcdonough	F	muoi.mcdonough@yahoo.com	Wendell Mcdonough	China Mcdonough	Pettis	2/19/1968																
411827	Prof.	Mario	S	Novotny	M	mario.novotny@gmail.com	Adam Novotny	Candi Novotny	Pulido	8/25/1963																
379192	Mr.	Lucius	A	Martin	M	lucius.martin@bp.com	Michal Martin	Jonelle Martin	Mcmillian	2/7/1994																
745056	Ms.	Bridgette	I	Sierra	F	bridgette.sierra@shell.com	Dewitt Sierra	Lisette Sierra	Segal	11/10/1989																
343590	Mrs.	Criselda	K	Dortch	F	criselda.dortch@yahoo.co.uk	Donnie Dortch	Awilda Dortch	Mcadams	7/17/1960																
292943	Mrs.	Marge	D	Silverman	F	marge.silverman@yahoo.com	Jeremiah Silverman	Dwana Silverman	Bergeron	12/14/1990																
821131	Mrs.	Nannie	J	Champion	F	nannie.champion@yahoo.com	Lee Champion	Chelsey Champion	Hannan	5/20/1970																
274488	Mr.	Grant	A	Kiefer	M	grant.kiefer@bp.com	Albert Kiefer	Sau Kiefer	Williams	10/7/1962																
300647	Drs.	Debbra	U	Bobo	F	debbra.bobo@microsoft.com	Andy Bobo	Angelia Bobo	Lucas	2/5/1991																
563480	Mr.	Neil	D	Bowman	M	neil.bowman@hotmail.com	Craig Bowman	Cassaundra Bowman	Lamb	3/6/1968																
695502	Ms.	Alba	D	Begay	F	alba.begay@outlook.com	Sal Begay	Jacqui Begay	Mccurdy	10/14/1969																
593435	Mrs.	Parthenia	J	Yancey	F	parthenia.yancey@verizon.net	Wesley Yancey	Masako Yancey	Thorp	9/27/1964																
628748	Mr.	Jimmy	T	Bettis	M	jimmy.bettis@outlook.com	Mikel Bettis	Verlie Bettis	Odom	1/15/1958																
391027	Mr.	Clark	F	Deal	M	clark.deal@sbcglobal.net	Monroe Deal	Bethany Deal	Burnett	11/12/1992																
777314	Mrs.	Carlene	D	Mallory	F	carlene.mallory@gmail.com	Burt Mallory	Tristan Mallory	Milburn	9/6/1973																
987973	Dr.	Armand	A	Beltran	M	armand.beltran@shell.com	Esteban Beltran	Lawanda Beltran	Wolff	12/31/1983																
414100	Hon.	Refugio	D	Cuellar	M	refugio.cuellar@yahoo.co.in	Santos Cuellar	Steffanie Cuellar	Rohr	3/16/1989																
128069	Prof.	Norbert	H	Wilburn	M	norbert.wilburn@gmail.com	Darius Wilburn	Thersa Wilburn	Provost	4/11/1968																
953557	Mrs.	Jada	P	Santos	F	jada.santos@yahoo.com	Dustin Santos	Louise Santos	Delgadillo	12/1/1968																
741578	Mr.	Rick	Z	Arnold	M	rick.arnold@comcast.net	Nick Arnold	Krystle Arnold	Deluca	2/21/1980																
528503	Mr.	Arden	N	Willie	M	arden.willie@gmail.com	Scotty Willie	Audrie Willie	Larue	10/16/1993																
992542	Mr.	Zane	W	Riddell	M	zane.riddell@yahoo.com	Jermaine Riddell	Glory Riddell	Gower	9/4/1973																
292646	Ms.	Alexia	Y	Churchill	F	alexia.churchill@gmail.com	Woodrow Churchill	Lucila Churchill	Jeffery	4/25/1967																
704563	Ms.	Marcelene	V	Khan	F	marcelene.khan@microsoft.com	Cruz Khan	Graciela Khan	Dowell	7/30/1981																
698791	Ms.	Delma	M	Cummins	F	delma.cummins@walmart.com	Cary Cummins	Arnita Cummins	Pittman	9/2/1993																
526168	Mrs.	Maritza	P	Osburn	F	maritza.osburn@verizon.net	Wyatt Osburn	Maryalice Osburn	Soriano	1/5/1972																
891639	Mrs.	Johanna	M	Murry	F	johanna.murry@yahoo.co.uk	Wilfredo Murry	Jerry Murry	Dudley	3/3/1986																
641307	Mr.	Oliver	N	Troutman	M	oliver.troutman@ntlworld.com	Edwin Troutman	Connie Troutman	Dion	2/6/1988																
354053	Drs.	Sima	Z	Pruitt	F	sima.pruitt@microsoft.com	Morris Pruitt	Reita Pruitt	Croft	12/15/1986																
719451	Ms.	Deneen	R	Shultz	F	deneen.shultz@aol.com	Sergio Shultz	Rochel Shultz	Carlson	4/20/1985																
390131	Ms.	Jina	N	Grice	F	jina.grice@gmail.com	Emerson Grice	Eliana Grice	Griffiths	10/19/1989																
355249	Ms.	Gricelda	T	Pritchard	F	gricelda.pritchard@exxonmobil.com	Johnathon Pritchard	Johnie Pritchard	Saylor	5/14/1990																
583972	Ms.	Jaleesa	H	Jaime	F	jaleesa.jaime@aol.com	Malik Jaime	Collen Jaime	Fletcher	7/2/1967																
358904	Mr.	Stewart	X	Bartholomew	M	stewart.bartholomew@hotmail.com	Waylon Bartholomew	Gabrielle Bartholomew	Mccauley	3/22/1958																
706362	Ms.	Marion	U	Lowman	F	marion.lowman@hotmail.com	Chad Lowman	Cammy Lowman	Tejeda	12/24/1986																
147225	Prof.	Benny	J	Warner	M	benny.warner@aol.com	Jere Warner	Emelia Warner	Somers	5/20/1989																
986041	Mrs.	Agustina	P	Vieira	F	agustina.vieira@hotmail.com	Raleigh Vieira	Lucienne Vieira	Haines	5/11/1983																
929826	Mr.	Eusebio	U	Verdin	M	eusebio.verdin@microsoft.com	Buster Verdin	Olive Verdin	Staten	6/22/1972																
995551	Mr.	Clinton	V	Delossantos	M	clinton.delossantos@sbcglobal.net	Marcellus Delossantos	Rita Delossantos	Marsh	6/22/1972																
607132	Drs.	Bridget	I	Redding	F	bridget.redding@yahoo.com	Royal Redding	Bebe Redding	English	1/9/1977																
290565	Mrs.	Rasheeda	O	Hulsey	F	rasheeda.hulsey@gmail.com	Colin Hulsey	Sofia Hulsey	Hiller	5/22/1961																
296852	Mr.	Trevor	W	Galvan	M	trevor.galvan@gmail.com	Lonny Galvan	Evon Galvan	Fulcher	6/10/1993																
608230	Mrs.	Elane	C	Lay	F	elane.lay@gmail.com	Quintin Lay	Tiara Lay	Alonzo	7/5/1985																
850042	Hon.	Sheron	I	Wooden	F	sheron.wooden@gmail.com	Marcellus Wooden	Myesha Wooden	Andre	6/30/1994																
763441	Ms.	Zenobia	L	Tejada	F	zenobia.tejada@gmail.com	Gerry Tejada	Ute Tejada	Clevenger	8/12/1960																
828962	Hon.	Jeanne	L	Conti	F	jeanne.conti@btinternet.com	Andreas Conti	Hisako Conti	Coombs	8/16/1967																
493020	Hon.	Ida	R	Lugo	F	ida.lugo@yahoo.com	Arlen Lugo	Lessie Lugo	Fox	5/7/1973																
530089	Prof.	Melvin	S	Jensen	M	melvin.jensen@aol.com	Anderson Jensen	Krystin Jensen	Zepeda	11/28/1995																
386711	Ms.	Daysi	C	Baskin	F	daysi.baskin@gmail.com	Antonia Baskin	Roseline Baskin	Jarvis	10/31/1957																
857807	Dr.	John	L	Latham	M	john.latham@gmail.com	Bradley Latham	Stacia Latham	Barr	1/23/1959																
377190	Ms.	Charity	Z	Soriano	F	charity.soriano@gmail.com	Jan Soriano	Leonarda Soriano	Corral	9/7/1966																
298803	Mrs.	Renay	E	Healy	F	renay.healy@bellsouth.net	Cedric Healy	Marjorie Healy	Boone	9/15/1984																
372452	Mrs.	Fernanda	T	Denning	F	fernanda.denning@gmail.com	Max Denning	Ivonne Denning	Coon	1/17/1984																
580489	Ms.	Alta	N	Westfall	F	alta.westfall@yahoo.com	Bennett Westfall	Solange Westfall	Oneil	12/11/1973																
613875	Mr.	Norberto	B	Esparza	M	norberto.esparza@verizon.net	Stanford Esparza	Alessandra Esparza	Young	3/19/1982																
707888	Dr.	Shad	J	Pointer	M	shad.pointer@gmail.com	Donnie Pointer	Awilda Pointer	Webb	3/7/1994																
454442	Ms.	Krista	F	Cromer	F	krista.cromer@cox.net	Johnathon Cromer	Sol Cromer	Sylvester	1/15/1988																
184562	Hon.	Ara	L	Carrillo	F	ara.carrillo@hotmail.com	Carey Carrillo	Janessa Carrillo	Huynh	2/2/1980																
695969	Mr.	Bennett	O	Lam	M	bennett.lam@gmail.com	Timothy Lam	Raylene Lam	Whitworth	2/26/1964																
445332	Ms.	Adaline	C	Byrnes	F	adaline.byrnes@charter.net	Shane Byrnes	Darcey Byrnes	Bailey	1/5/1990																
624271	Mr.	Morgan	K	Simons	M	morgan.simons@gmail.com	Erik Simons	Ewa Simons	Aguirre	10/20/1972																
861922	Mr.	Wilson	W	Aaron	M	wilson.aaron@aol.com	Vaughn Aaron	Edda Aaron	Thibodeaux	5/28/1965																
658898	Hon.	Natalya	U	Laporte	F	natalya.laporte@aol.com	Oscar Laporte	Tawna Laporte	Luciano	8/23/1959																
127075	Mrs.	Ileen	K	Settles	F	ileen.settles@gmail.com	Alfonzo Settles	Roxann Settles	Pounds	9/25/1967																
423011	Ms.	Margherita	Z	Fay	F	margherita.fay@gmail.com	Bart Fay	Leonor Fay	Callahan	1/14/1976																
711581	Mr.	Arron	A	Guerrero	M	arron.guerrero@msn.com	Deshawn Guerrero	Rebekah Guerrero	Gallant	5/17/1996																
927847	Mrs.	Jaquelyn	Z	Culbertson	F	jaquelyn.culbertson@btinternet.com	Chet Culbertson	Maryam Culbertson	Borders	5/1/1982																
977563	Mr.	Mario	H	Allen	M	mario.allen@hotmail.com	Kip Allen	Kerri Allen	Berlin	3/13/1972																
232875	Prof.	Numbers	J	Brubaker	M	numbers.brubaker@bp.com	Carlo Brubaker	Debi Brubaker	Dortch	9/18/1972																
642447	Prof.	Andrea	Z	Dugas	M	andrea.dugas@yahoo.co.in	Monroe Dugas	Deana Dugas	Olivares	9/9/1964																
609424	Mr.	Delbert	X	Boudreau	M	delbert.boudreau@gmail.com	Raymond Boudreau	Sibyl Boudreau	Bonilla	11/15/1992																
176971	Hon.	Lucilla	E	Healy	F	lucilla.healy@aol.com	Efrain Healy	Polly Healy	Montalvo	3/6/1961																
124449	Dr.	Freeman	W	Mcmaster	M	freeman.mcmaster@aol.com	Tom Mcmaster	Michell Mcmaster	Burnette	7/10/1972																
720547	Mr.	Rashad	B	Schrader	M	rashad.schrader@microsoft.com	Mason Schrader	Lilli Schrader	Ramsey	7/5/1996																
449995	Mrs.	Laurinda	U	Dang	F	laurinda.dang@microsoft.com	Bart Dang	Elisabeth Dang	Herring	5/25/1996																
652873	Prof.	Alejandro	I	Scribner	M	alejandro.scribner@gmail.com	Will Scribner	Jude Scribner	Carnahan	9/29/1980																
703906	Ms.	Lisandra	H	Halsey	F	lisandra.halsey@yahoo.ca	Rayford Halsey	Renee Halsey	Wilbur	5/26/1961																
294025	Mr.	Hiram	L	Pickering	M	hiram.pickering@yahoo.com	Jamie Pickering	Reita Pickering	Quinones	4/3/1965																
682902	Ms.	Danyelle	F	Trout	F	danyelle.trout@gmail.com	Manual Trout	Lynelle Trout	Moss	1/5/1984																
649679	Prof.	Herbert	S	Irby	M	herbert.irby@yahoo.com	Jesus Irby	Marcell Irby	Akin	11/20/1989																
626899	Mrs.	America	J	Chang	F	america.chang@yahoo.com	Kirk Chang	Barbie Chang	Swanson	12/29/1959																
118144	Mr.	Scot	Y	Hoyle	M	scot.hoyle@btinternet.com	Elvin Hoyle	Jo Hoyle	Alvarez	10/25/1978																
875693	Mr.	Carol	Q	Hardesty	M	carol.hardesty@hotmail.com	Tyson Hardesty	Lamonica Hardesty	Acevedo	4/15/1991																
409197	Ms.	Tera	V	Aviles	F	tera.aviles@earthlink.net	Devin Aviles	Belle Aviles	Collier	12/12/1957																
556895	Ms.	Izola	Z	Lundy	F	izola.lundy@yahoo.com	Tomas Lundy	Marni Lundy	Neal	3/14/1965																
258062	Mr.	Erasmo	I	Almeida	M	erasmo.almeida@gmail.com	Shawn Almeida	Kareen Almeida	Mcgough	4/17/1970																
888447	Mr.	Roberto	V	Deluca	M	roberto.deluca@yahoo.co.uk	Deangelo Deluca	Josphine Deluca	Creed	10/30/1961																
184520	Mr.	Darron	F	Hammer	M	darron.hammer@sbcglobal.net	Collin Hammer	Marybelle Hammer	Lambert	1/22/1962																
234615	Hon.	Jann	G	Tremblay	F	jann.tremblay@shaw.ca	Billy Tremblay	Danae Tremblay	Corley	8/27/1969																
880500	Mrs.	Lahoma	S	Lachance	F	lahoma.lachance@microsoft.com	Marco Lachance	Akiko Lachance	Carter	5/2/1990																
276557	Ms.	Janetta	T	Bowlin	F	janetta.bowlin@hotmail.com	Bertram Bowlin	Joel Bowlin	Muir	8/30/1961																
253914	Mr.	Kim	T	Lorenzo	M	kim.lorenzo@yahoo.com	Ezra Lorenzo	Raye Lorenzo	Wentworth	10/11/1972																
214151	Ms.	Annie	X	Mccracken	F	annie.mccracken@gmail.com	Vito Mccracken	Natosha Mccracken	Chang	3/21/1981																
600965	Mr.	Man	Y	Leroy	M	man.leroy@shell.com	Cesar Leroy	Teena Leroy	Prieto	9/29/1992																
582395	Mr.	Zackary	Q	Register	M	zackary.register@yahoo.com	Gustavo Register	Valorie Register	Hembree	11/5/1964																
268040	Mrs.	Malissa	Q	Morey	F	malissa.morey@hotmail.com	Lyle Morey	Roma Morey	Reyna	7/5/1990																
265738	Ms.	Kayla	E	Plunkett	F	kayla.plunkett@shaw.ca	Jae Plunkett	Ariel Plunkett	Moulton	7/6/1964																
386523	Mr.	Kasey	V	Spruill	M	kasey.spruill@yahoo.ca	Owen Spruill	Roberto Spruill	Galindo	12/6/1970																
738090	Mr.	Lyman	G	Cavanaugh	M	lyman.cavanaugh@gmail.com	Dion Cavanaugh	Coletta Cavanaugh	Kuhn	11/24/1989																
597179	Hon.	Ethyl	D	Mcclellan	F	ethyl.mcclellan@gmail.com	Francesco Mcclellan	Corinne Mcclellan	Rader	1/9/1987																
667427	Mr.	Wilbur	O	Muncy	M	wilbur.muncy@yahoo.com	Russell Muncy	Noel Muncy	Oleary	5/2/1977																
569695	Mr.	Edison	A	Desjardins	M	edison.desjardins@gmail.com	Buddy Desjardins	Marcy Desjardins	Lindsey	5/8/1977																
690528	Mr.	Kris	R	Aguiar	M	kris.aguiar@shaw.ca	Clyde Aguiar	Lelah Aguiar	Cosby	5/17/1963																
345118	Mr.	Micah	D	Murdock	M	micah.murdock@verizon.net	Chuck Murdock	Latashia Murdock	Begley	12/10/1963																
163411	Ms.	Latonia	F	Lockhart	F	latonia.lockhart@gmail.com	Marcelo Lockhart	Ana Lockhart	Hallman	4/8/1995																
751229	Mr.	Michael	O	Cupp	M	michael.cupp@gmail.com	Amos Cupp	Willodean Cupp	Olvera	2/19/1987																
804129	Mr.	Manuel	W	Grant	M	manuel.grant@charter.net	Brandon Grant	Norene Grant	Sylvester	3/22/1973																
918594	Mr.	Neil	K	Walters	M	neil.walters@gmail.com	Ken Walters	Shera Walters	Sutherland	3/17/1972																
366810	Dr.	Jamie	F	Basham	M	jamie.basham@apple.com	Rusty Basham	Belkis Basham	Cardona	2/21/1970																
813992	Mrs.	Marin	L	Hale	F	marin.hale@gmail.com	Eli Hale	Charla Hale	Slattery	7/5/1995																
596960	Ms.	Latrina	X	Wallin	F	latrina.wallin@msn.com	Nestor Wallin	Tresa Wallin	Dodds	6/11/1976																
930076	Mr.	Gus	N	Sterling	M	gus.sterling@outlook.com	Brian Sterling	Carylon Sterling	Rountree	9/8/1975																
606888	Mr.	Eugene	J	Orr	M	eugene.orr@bp.com	Carmelo Orr	Drucilla Orr	Phifer	6/15/1966																
381302	Mrs.	Dorothea	N	Welsh	F	dorothea.welsh@walmart.com	Bernard Welsh	Charleen Welsh	Dukes	4/29/1959																
365733	Drs.	Sheree	G	Diggs	F	sheree.diggs@yahoo.co.in	Luciano Diggs	Lily Diggs	Corwin	7/6/1974																
211648	Mrs.	Laquita	X	Irving	F	laquita.irving@earthlink.net	Leif Irving	Sacha Irving	Dunning	7/24/1987																
998499	Mr.	Will	E	Nunn	M	will.nunn@apple.com	Noe Nunn	Jean Nunn	Swafford	12/23/1985																
275262	Hon.	Cristopher	R	Sands	M	cristopher.sands@yahoo.com	Frederic Sands	Agnus Sands	Haag	6/18/1972																
366361	Mr.	Young	K	Mann	M	young.mann@gmail.com	Derick Mann	Amada Mann	Corral	11/9/1993																
495571	Ms.	Omega	X	Keeney	F	omega.keeney@gmail.com	Whitney Keeney	Willodean Keeney	Combs	11/29/1972																
400422	Mr.	Michale	Z	Dozier	M	michale.dozier@yahoo.com	Walton Dozier	Zulma Dozier	Skidmore	3/29/1987																
641760	Dr.	Loyd	D	Loftus	M	loyd.loftus@verizon.net	Frederic Loftus	Lavonda Loftus	Blount	7/8/1973																
216738	Mr.	Christoper	R	Williamson	M	christoper.williamson@gmail.com	Neal Williamson	Mitsue Williamson	Horn	6/11/1988																
983720	Prof.	Jeff	M	Soliz	M	jeff.soliz@aol.com	Chase Soliz	Marg Soliz	Loveless	2/13/1985																
818136	Ms.	Dagmar	L	Gerald	F	dagmar.gerald@outlook.com	Martin Gerald	Delora Gerald	Thomason	12/23/1982																
186578	Mr.	Randal	F	Murdock	M	randal.murdock@yahoo.com	Jeffry Murdock	Barabara Murdock	Stoner	2/20/1960																
299513	Mr.	Rickie	E	Dale	M	rickie.dale@gmail.com	Miguel Dale	Damaris Dale	Pinckney	3/6/1976																
361480	Mrs.	Frankie	Y	Dorris	F	frankie.dorris@earthlink.net	Ramiro Dorris	Priscila Dorris	Collier	6/26/1990																
473266	Ms.	Tamekia	H	Noriega	F	tamekia.noriega@yahoo.com	Efrain Noriega	Debbra Noriega	Coe	8/26/1981																
967064	Mr.	Garrett	D	Corbitt	M	garrett.corbitt@verizon.net	Berry Corbitt	Nida Corbitt	Hickey	7/29/1969																
720426	Ms.	Carleen	I	Tijerina	F	carleen.tijerina@bellsouth.net	Danial Tijerina	Jennifer Tijerina	Unger	6/14/1980																
811632	Mrs.	Meggan	Y	Maxfield	F	meggan.maxfield@gmail.com	Bobby Maxfield	Valorie Maxfield	Meehan	8/26/1965																
428584	Hon.	Teddy	E	Leblanc	M	teddy.leblanc@bellsouth.net	Jamey Leblanc	Sommer Leblanc	Winfield	12/27/1967																
961569	Mr.	Devin	E	Garvin	M	devin.garvin@aol.com	Emilio Garvin	Amalia Garvin	Basham	3/20/1981																
488863	Mr.	Jamison	I	Crockett	M	jamison.crockett@gmail.com	Chester Crockett	Corrin Crockett	Gorman	9/3/1971																
694905	Ms.	Sarai	R	Slagle	F	sarai.slagle@hotmail.com	Edmundo Slagle	Chassidy Slagle	Volz	1/23/1995																
768563	Mr.	Efren	Y	Lehmann	M	efren.lehmann@gmail.com	Orville Lehmann	Marlyn Lehmann	Hundley	5/30/1961																
194454	Mr.	Major	D	Hetrick	M	major.hetrick@btinternet.com	Jeromy Hetrick	Blake Hetrick	Norman	1/21/1975																
476189	Ms.	Lavonna	Z	Keys	F	lavonna.keys@outlook.com	Hong Keys	Brandy Keys	Bello	9/12/1964																
786096	Ms.	Caridad	N	Lam	F	caridad.lam@yahoo.com	Curtis Lam	Rosamaria Lam	Fierro	8/19/1978																
557710	Hon.	Gigi	C	Cloud	F	gigi.cloud@hotmail.com	Cedrick Cloud	Yolonda Cloud	Dasilva	7/31/1996																
861085	Ms.	Torie	U	Cheung	F	torie.cheung@gmail.com	Wilmer Cheung	Alexis Cheung	Robey	3/4/1990																
374081	Ms.	Elinor	V	Mccloud	F	elinor.mccloud@gmail.com	Isiah Mccloud	Venetta Mccloud	Spradlin	5/23/1960																
954614	Ms.	Janeen	T	Mccallister	F	janeen.mccallister@gmail.com	Clair Mccallister	Hope Mccallister	Salinas	1/16/1963																
687789	Ms.	Charlsie	M	Binkley	F	charlsie.binkley@gmail.com	Jere Binkley	Elicia Binkley	Elder	12/17/1986																
563948	Ms.	Sharie	Z	Sandoval	F	sharie.sandoval@gmail.com	Hans Sandoval	Devora Sandoval	Slack	4/14/1988																
319531	Ms.	Antonio	L	Garcia	F	antonio.garcia@charter.net	Toby Garcia	Antonia Garcia	Vanhorn	1/31/1965																
622824	Ms.	Christina	L	Henley	F	christina.henley@earthlink.net	Gary Henley	Era Henley	Dockery	5/11/1966																
725043	Mr.	Carmen	E	Sheets	M	carmen.sheets@shaw.ca	Owen Sheets	Kortney Sheets	Knoll	3/4/1978																
882089	Ms.	Lyn	T	Shea	F	lyn.shea@microsoft.com	Lester Shea	Earnestine Shea	Dill	3/16/1990																
964283	Hon.	Merry	Y	Forte	F	merry.forte@gmail.com	Royce Forte	Kenna Forte	Timmons	2/11/1971																
335484	Mrs.	Siobhan	Z	Barkley	F	siobhan.barkley@gmail.com	Clifton Barkley	Bibi Barkley	Taggart	7/12/1958																
424085	Mrs.	Khadijah	U	Medlin	F	khadijah.medlin@gmail.com	Sergio Medlin	Trudy Medlin	Pina	8/2/1972																
162785	Ms.	Siu	N	Wyatt	F	siu.wyatt@shaw.ca	Theo Wyatt	Penney Wyatt	Parker	5/11/1978																
210955	Mr.	Salvatore	Y	Shell	M	salvatore.shell@gmail.com	Reid Shell	Drema Shell	Agee	4/14/1976																
884750	Ms.	Carrie	I	Canady	F	carrie.canady@yahoo.com	Jay Canady	Lynell Canady	Hays	10/30/1958																
575116	Mr.	Clyde	X	Reilly	M	clyde.reilly@btinternet.com	Cecil Reilly	Meggan Reilly	Pepper	10/25/1987																
757652	Mr.	Aurelio	Y	Hofmann	M	aurelio.hofmann@yahoo.com	Lewis Hofmann	Naoma Hofmann	Murillo	4/3/1994																
838027	Mrs.	Danyell	O	Deyoung	F	danyell.deyoung@aol.com	Delbert Deyoung	Aletha Deyoung	Mckeon	5/28/1964																
879616	Mrs.	Noelia	Y	Mcneil	F	noelia.mcneil@hotmail.co.uk	Omar Mcneil	Marcie Mcneil	Wheeler	5/28/1977																
517817	Mr.	Hugo	S	Nickerson	M	hugo.nickerson@yahoo.com	Joe Nickerson	Delisa Nickerson	Whitson	3/30/1959																
480982	Drs.	Meggan	S	Mount	F	meggan.mount@gmail.com	Carson Mount	Britta Mount	Nielsen	1/31/1963																
569298	Drs.	Rubi	U	Segura	F	rubi.segura@bellsouth.net	Roosevelt Segura	Cecila Segura	Boyette	9/26/1963																
759808	Mrs.	Teodora	T	Cortez	F	teodora.cortez@gmail.com	Gaylord Cortez	Jason Cortez	Delaney	10/11/1995																
321903	Dr.	Gary	A	Stidham	M	gary.stidham@yahoo.co.uk	Heriberto Stidham	Christen Stidham	Butterfield	5/22/1993																
290293	Mr.	Jonathan	T	Boothe	M	jonathan.boothe@gmail.com	Ignacio Boothe	Deb Boothe	Romo	1/12/1986																
143317	Hon.	Perry	A	Graf	M	perry.graf@gmail.com	Filiberto Graf	Pearl Graf	Connell	7/13/1988																
809667	Ms.	Velva	K	Murry	F	velva.murry@gmail.com	Stuart Murry	Brook Murry	Peck	5/1/1986																
523237	Prof.	Donte	L	Nix	M	donte.nix@apple.com	Jospeh Nix	Ula Nix	Helton	8/26/1958																
633556	Mr.	Kelley	N	Whelan	M	kelley.whelan@yahoo.com	Brant Whelan	Shemeka Whelan	Aviles	1/8/1970																
938396	Mr.	Normand	V	Creighton	M	normand.creighton@gmail.com	Stephan Creighton	Chelsea Creighton	Marquis	7/28/1980																
283154	Mr.	Ulysses	U	Nagle	M	ulysses.nagle@gmail.com	Olin Nagle	Avery Nagle	Waller	10/12/1970																
304382	Prof.	Lenny	W	Gilmer	M	lenny.gilmer@gmail.com	Dong Gilmer	Kizzie Gilmer	Herr	7/6/1972																
685306	Prof.	Carol	S	Bui	M	carol.bui@aol.com	Aron Bui	Adina Bui	Higgs	12/28/1958																
153156	Drs.	Verona	G	Kellogg	F	verona.kellogg@aol.com	Charlie Kellogg	Latrisha Kellogg	Severson	7/26/1984																
306626	Prof.	Linwood	W	Carbajal	M	linwood.carbajal@gmail.com	Lloyd Carbajal	Jon Carbajal	Toney	9/15/1961																
341823	Ms.	Toni	C	Muniz	F	toni.muniz@hotmail.com	Stefan Muniz	Ingeborg Muniz	Coffman	4/13/1992																
471637	Ms.	Noelia	D	Bernhardt	F	noelia.bernhardt@aol.com	Keneth Bernhardt	Twanda Bernhardt	Sun	7/9/1958																
431532	Prof.	Antony	W	Fuqua	M	antony.fuqua@aol.com	Antione Fuqua	Dannie Fuqua	Rand	9/30/1972																
781612	Mrs.	Darci	M	Thurman	F	darci.thurman@yahoo.ca	Vernon Thurman	Otelia Thurman	Parrish	1/15/1982																
542082	Ms.	Tracie	X	Soriano	F	tracie.soriano@microsoft.com	Lionel Soriano	Danita Soriano	Messina	7/1/1990																
550764	Mr.	Neville	W	Aguilera	M	neville.aguilera@gmail.com	Brant Aguilera	Porsha Aguilera	Harms	4/12/1994																
154437	Ms.	Denny	O	Mcvay	F	denny.mcvay@ntlworld.com	Fabian Mcvay	Cherry Mcvay	White	4/17/1981																
176482	Drs.	Krystal	Y	Erwin	F	krystal.erwin@shaw.ca	Wes Erwin	Mardell Erwin	Means	8/18/1967																
666715	Mr.	Johnie	D	Kowalski	M	johnie.kowalski@gmail.com	Ronnie Kowalski	Georgie Kowalski	Burch	6/1/1974																
138019	Mr.	Sterling	Q	Silvers	M	sterling.silvers@apple.com	Ned Silvers	Youlanda Silvers	Appleton	8/16/1975																
842541	Mr.	Seth	G	Goldstein	M	seth.goldstein@yahoo.com	Dewey Goldstein	Valrie Goldstein	Barrios	11/28/1973																
873670	Drs.	Adele	H	Henson	F	adele.henson@rediffmail.com	Leonardo Henson	Leisha Henson	Terry	8/7/1981																
290646	Mrs.	Rochell	F	Fusco	F	rochell.fusco@ibm.com	Reggie Fusco	Randa Fusco	Hutcherson	7/4/1966																
786408	Dr.	Carlo	K	Whittaker	M	carlo.whittaker@ntlworld.com	Duane Whittaker	Dionne Whittaker	Sherrod	11/29/1987																
559051	Mr.	Alexis	A	Fallon	M	alexis.fallon@aol.com	Milford Fallon	Kimi Fallon	Sanford	4/1/1978																
516893	Ms.	Henrietta	C	Meza	F	henrietta.meza@cox.net	Kurt Meza	Laquanda Meza	Krebs	1/5/1961																
760501	Mr.	Clark	X	Sparrow	M	clark.sparrow@walmart.com	Eusebio Sparrow	Shanda Sparrow	Mcintosh	12/25/1984																
511609	Ms.	Kelsey	J	Lucas	F	kelsey.lucas@gmail.com	Garland Lucas	Lorna Lucas	Nathan	3/12/1961																
868039	Mrs.	Ofelia	J	Wooden	F	ofelia.wooden@exxonmobil.com	Lawrence Wooden	Zoraida Wooden	Michaud	6/21/1988																
469485	Mr.	Gaston	O	Mcgehee	M	gaston.mcgehee@sbcglobal.net	Dana Mcgehee	Lauryn Mcgehee	Kruse	3/20/1970																
264051	Dr.	Melvin	C	Pena	M	melvin.pena@gmail.com	Porfirio Pena	Marivel Pena	Martin	5/2/1985																
583643	Ms.	Jessie	A	Hamilton	F	jessie.hamilton@gmail.com	Devin Hamilton	Marth Hamilton	Bogan	7/27/1962																
681669	Mrs.	Mallie	X	Ohara	F	mallie.ohara@gmail.com	Willis Ohara	Thao Ohara	Walter	9/21/1984																
272735	Dr.	Tanner	U	Desimone	M	tanner.desimone@gmail.com	Agustin Desimone	Bridget Desimone	Bertrand	6/20/1986																
677434	Dr.	Valentin	E	Mccaskill	M	valentin.mccaskill@walmart.com	Young Mccaskill	Jeanine Mccaskill	Carey	10/4/1957																
985202	Mr.	Booker	O	Rankin	M	booker.rankin@gmail.com	Jared Rankin	Margherita Rankin	Alfaro	10/8/1981																
